,RegionName,State,Latitude,Longitude
3303,Nuevo,CA,33.801408,-117.145866
3304,Camillus,NY,43.039233,-76.3040965
3305,Hernando,FL,28.8999815,-82.37454009999999
3306,Plano,IL,41.6628076,-88.5370197
3307,Mount Clemens,MI,42.5972563,-82.8779754
3308,Louisville,MS,33.1237377,-89.0550624
3309,Keaau,HI,19.6213287,-155.0394139
3310,Penn,PA,40.328958,-79.6411537
3311,Oxford,AL,33.6142714,-85.8349648
3312,Mena,AR,34.5862171,-94.23965539999999
3313,High Ridge,MO,38.4589432,-90.5365126
3314,Saint Clairsville,OH,40.0803199,-80.90176
3315,Lihue,HI,21.9811111,-159.3711111
3316,Olean,NY,42.083639,-78.42992699999999
3317,Lexington,VA,37.78402080000001,-79.4428157
3318,Taylorsville,KY,38.0317304,-85.3424533
3319,Franklinton,NC,36.1018163,-78.4580543
3320,New Ulm,MN,44.3144394,-94.45930179999999
3321,Readington,NJ,40.5687141,-74.73766189999999
3322,Saucier,MS,30.6357481,-89.13504490000001
3323,Upper Saucon,PA,40.54004880000001,-75.3995089
3324,Clayton,OH,39.8631101,-84.3605022
3325,Wilkinsburg,PA,40.4417355,-79.8819942
3326,Prosper,TX,33.2362278,-96.80111
3327,Ham Lake,MN,45.2502429,-93.2499507
3328,Waterford,CT,41.3542395,-72.164816
3329,Gambrills,MD,39.0670456,-76.6654513
3330,Fort Lupton,CO,40.0847055,-104.8130275
3331,Spring Branch,TX,29.8405513,-98.4104996
3332,Senoia,GA,33.3023411,-84.5538165
3333,Port Washington,NY,40.8256561,-73.69818579999999
3334,Asbury Park,NJ,40.2203907,-74.0120817
3335,Alachua,FL,29.7938144,-82.49442260000001
3336,Hubbard,OH,41.1564463,-80.569239
3337,Longmeadow,MA,42.0501022,-72.5828642
3338,Monticello,AR,33.6289974,-91.7909639
3339,North Chicago,IL,42.325578,-87.8411818
3340,Deatsville,AL,32.6081874,-86.3958071
3341,Blountville,TN,36.5331586,-82.32680599999999
3342,Jessup,MD,39.1492746,-76.7752493
3343,White,PA,40.0700733,-79.43698049999999
3344,Grosse Pointe Woods,MI,42.4436478,-82.90686029999999
3345,Cortez,CO,37.3488827,-108.5859265
3346,Dripping Springs,TX,30.1902067,-98.0866781
3347,Amherst,OH,41.3978217,-82.2223774
3348,Crystal River,FL,28.902479,-82.59260119999999
3349,Westport,MA,41.5700183,-71.0735476
3350,North Reading,MA,42.5750939,-71.0786653
3351,Madison,NJ,40.7598227,-74.417097
3352,Middleburg Heights,OH,41.3614401,-81.812912
3353,Manassas Park,VA,38.7840035,-77.4697111
3354,Cambridge,MN,45.5656755,-93.2258999
3355,Aurora,OH,41.3175549,-81.3453858
3356,Johnstown,NY,43.0067399,-74.3676356
3357,Tuttle,OK,35.2908947,-97.81226579999999
3358,Westchester,IL,41.8498339,-87.8806738
3359,Huron,MI,43.9466791,-82.82097399999999
3360,Jasper,TX,30.9201995,-93.9965759
3361,Stony Point,NY,41.2295386,-73.9870847
3362,Vidalia,GA,32.2176855,-82.4134614
3363,Alamosa,CO,37.4694491,-105.8700214
3364,New Albany,MS,34.4942683,-89.0078418
3365,Palmetto Estates,FL,25.6214939,-80.36199789999999
3366,Country Club Hills,IL,41.5680898,-87.72032569999999
3367,Streetsboro,OH,41.2392227,-81.3459405
3368,Andrews,TX,32.31871580000001,-102.5457155
3369,Orting,WA,47.0978795,-122.2042824
3370,Opa-locka,FL,25.9023168,-80.25032709999999
3371,Suffield,CT,41.9915062,-72.7017741
3372,Winton,CA,37.389383,-120.6132516
3373,Gaines,MI,42.8725303,-83.9141254
3374,Dover,FL,27.9941885,-82.2195344
3375,Molalla,OR,45.1475308,-122.5770888
3376,Davidson,NC,35.4993031,-80.8486846
3377,La Marque,TX,29.3685674,-94.9713134
3378,Summerfield,NC,36.2087468,-79.9047583
3379,Trenton,OH,39.4808905,-84.45772219999999
3380,Albert Lea,MN,43.6478006,-93.3686555
3381,Ellington,CT,41.91728260000001,-72.458236
3382,Espanola,NM,35.9910383,-106.0818233
3383,College Park,GA,33.6534427,-84.4493725
3384,Cordova,TN,35.1598391,-89.761545
3385,Ruther Glen,VA,37.9287494,-77.4558151
3386,Bryn Mawr-Skyway,WA,47.4938036,-122.2382307
3387,Boulder City,NV,35.9782216,-114.8345117
3388,Whitemarsh,PA,40.1192546,-75.2362381
3389,Glenwood Springs,CO,39.5505376,-107.3247762
3390,Nesconset,NY,40.8520426,-73.1540004
3391,Half Moon Bay,CA,37.4635519,-122.4285862
3392,Ashland,OH,40.8686675,-82.3182178
3393,Orland,CA,39.7473803,-122.1963748
3394,Lake Saint Louis,MO,38.7809384,-90.78836040000002
3395,Forks,PA,40.7345429,-75.2128996
3396,Dumas,TX,35.8653789,-101.9732236
3397,El Dorado,AR,33.20763,-92.6662674
3398,Highland Village,TX,33.091788,-97.0466759
3399,Ottawa,KS,38.615768,-95.2686366
3400,Godfrey,IL,38.9556031,-90.1867764
3401,Benton,LA,32.6948677,-93.7418454
3402,Arab,AL,34.31814970000001,-86.4958219
3403,Pawleys Island,SC,33.4332236,-79.12143130000001
3404,Clemson,SC,34.6834382,-82.8373654
3405,North East,MD,39.6001132,-75.94133269999999
3406,Amite,LA,30.7265747,-90.50898149999999
3407,Satellite Beach,FL,28.1761233,-80.59005189999999
3408,Montgomery,NY,41.5275938,-74.23681599999999
3409,Hartwell,GA,34.3528825,-82.932087
3410,Highland Park,NJ,40.4959379,-74.4243178
3411,Snyder,TX,32.7178862,-100.9176184
3412,North Salt Lake,UT,40.8485564,-111.9068824
3413,Midlothian,IL,41.6253116,-87.7175491
3414,Hanover,PA,39.8006553,-76.9830358
3415,Thompsons Station,TN,35.7971371,-86.90546479999999
3416,Jackson,WY,43.4799291,-110.7624282
3417,Hot Springs Village,AR,34.6720356,-92.9987886
3418,Pooler,GA,32.115481,-81.2470574
3419,Otsego,MN,45.2741314,-93.5913501
3420,Depew,NY,42.9039476,-78.6922515
3421,Westwood,MA,42.21398730000001,-71.2244987
3422,Dexter,MI,42.33836970000001,-83.8885552
3423,Worthington,OH,40.0931191,-83.017962
3424,Saint Simons Island,GA,31.1595905,-81.3885517
3425,Glen Carbon,IL,38.7483814,-89.98315799999999
3426,Claymont,DE,39.8006685,-75.4596404
3427,San Anselmo,CA,37.9746458,-122.5616448
3428,Union City,GA,33.5870558,-84.5424299
3429,Spearfish,SD,44.4908172,-103.8593697
3430,Westbury,NY,40.7556561,-73.5876273
3431,Fowlerville,MI,42.6605894,-84.0730142
3432,Corning,CA,39.9276572,-122.1791556
3433,Covington,VA,37.7934585,-79.99394629999999
3434,Hickory Hills,IL,41.7255879,-87.82505499999999
3435,McPherson,KS,38.3708415,-97.66420869999999
3436,Sanger,TX,33.3631705,-97.1739027
3437,Kendallville,IN,41.4414384,-85.2649754
3438,Columbia,IL,38.44366369999999,-90.2012239
3439,Eaton Rapids,MI,42.5092039,-84.65581399999999
3440,Windsor,CO,40.4774818,-104.9013617
3441,Milford,NH,42.8353619,-71.6489836
3442,Speedway,IN,39.792738,-86.250822
3443,Oskaloosa,IA,41.2916728,-92.6493595
3444,Lyons,GA,32.2043546,-82.32179099999999
3445,Prospect Heights,IL,42.0953049,-87.9375694
3446,Chesnee,SC,35.1484549,-81.8609371
3447,Springtown,TX,32.9659566,-97.68363839999999
3448,Scituate,MA,42.195929,-70.7258633
3449,North Liberty,IA,41.739482,-91.60809739999999
3450,North Canton,OH,40.875891,-81.4023356
3451,Nokomis,FL,27.1192213,-82.4442629
3452,Church Hill,TN,36.5223207,-82.7134921
3453,Ashland City,TN,36.2742207,-87.0641699
3454,Gloversville,NY,43.0528506,-74.3437467
3455,Emmett,ID,43.8734978,-116.4993012
3456,Salem,IN,38.6056131,-86.101089
3457,Hillsboro,MO,38.2322766,-90.5629034
3458,Loris,SC,34.0562812,-78.89030439999999
3459,Brazoria,TX,29.0444147,-95.5691126
3460,Raceland,LA,29.7274331,-90.5989759
3461,Upper Southampton,PA,40.1676598,-75.03190860000001
3462,Fort Thomas,KY,39.07506070000001,-84.4471633
3463,Bonne Terre,MO,37.9231069,-90.5554039
3464,Lowell,AR,36.2553543,-94.1307587
3465,Mantua,NJ,39.7818322,-75.1821597
3466,Ocean Acres,NJ,39.7434529,-74.2809757
3467,Ramsey,NJ,41.0573188,-74.1409771
3468,Rockport,TX,28.0205733,-97.0544341
3469,China Grove,NC,35.569306,-80.5817318
3470,Byhalia,MS,34.8723179,-89.6906396
3471,Purvis,MS,31.1432351,-89.40978659999999
3472,Cottonwood,CA,40.3857087,-122.2808355
3473,Huntingtown,MD,38.61595330000001,-76.61301499999999
3474,Charlestown,IN,38.45312,-85.6702406
3475,Sweetwater,TN,35.6014636,-84.46103939999999
3476,Clifton,VA,38.7801142,-77.3866535
3477,Silverton,OR,45.0051213,-122.7831455
3478,Hillsdale,MI,41.9200472,-84.6305101
3479,Moundsville,WV,39.9203526,-80.7431407
3480,Highland,IL,38.7394918,-89.6712008
3481,Grandview,WA,46.2509653,-119.9017049
3482,Galena,OH,40.21506249999999,-82.8799013
3483,Harrisonville,MO,38.6533445,-94.3488372
3484,Eufaula,AL,31.8912717,-85.1454876
3485,Tolland,CT,41.8714865,-72.3686931
3486,Bloomfield,NM,36.7111165,-107.9845116
3487,Winchester,TN,35.1859163,-86.11220709999999
3488,North Whitehall,PA,40.6832755,-75.58588859999999
3489,Mexico,MO,39.1730652,-91.887271
3490,Welby,CO,39.8417528,-104.9590647
3491,Vine Grove,KY,37.8100674,-85.98135239999999
3492,Tiverton,RI,41.6259211,-71.2134231
3493,Greenwood Village,CO,39.6172101,-104.9508141
3494,Palmer,PA,40.696722,-75.2654063
3495,Van Wert,OH,40.8694927,-84.58412229999999
3496,Blackshear,GA,31.3060513,-82.2420661
3497,Larchmont,NY,40.9278769,-73.75179829999999
3498,Valley,AL,32.8187406,-85.1793852
3499,Fairhaven,MA,41.6376043,-70.90364869999999
3500,Silver Spring,PA,40.0642635,-76.43718559999999
3501,Paw Paw,MI,42.2178171,-85.89112460000001
3502,Sallisaw,OK,35.4603711,-94.7874463
3503,Pecan Grove,TX,29.6260681,-95.7316156
3504,El Campo,TX,29.19664049999999,-96.2696867
3505,Tenafly,NJ,40.9253766,-73.9629154
3506,East Pennsboro,PA,40.2916943,-76.9354979
3507,Pinewood,FL,25.8689846,-80.21699269999999
3508,Newton,IA,41.7033177,-93.05735330000002
3509,South Fayette,PA,40.3576073,-80.1651854
3510,Berkley,MI,42.5030908,-83.1835389
3511,Winslow,AZ,35.0241873,-110.6973571
3512,Northborough,MA,42.3195556,-71.6411997
3513,White Center,WA,47.5085671,-122.3551164
3514,Black Forest,CO,39.0130484,-104.7008083
3515,Pacific Grove,CA,36.6177374,-121.9166215
3516,Bessemer City,NC,35.2848579,-81.28397
3517,Black Mountain,NC,35.6178951,-82.3212302
3518,Ashtabula,OH,41.8650534,-80.7898089
3519,Salem,WI,42.5542369,-88.1104802
3520,Senatobia,MS,34.6176032,-89.96870109999999
3521,Clayton,MO,38.6425518,-90.32372629999999
3522,Middlefield,OH,41.4619986,-81.0737079
3523,Hershey,PA,40.2859239,-76.65024679999999
3524,Worthington,MN,43.6210985,-95.59414360000001
3525,Smithfield,RI,41.9220496,-71.54951009999999
3526,Whitman,MA,42.0806564,-70.935599
3527,Altus,OK,34.637765,-99.3340442
3528,Belchertown,MA,42.2770346,-72.4008884
3529,Rio Linda,CA,38.69101380000001,-121.4485654
3530,Aberdeen,NC,35.131547,-79.42947889999999
3531,Navasota,TX,30.3879845,-96.0877349
3532,Newberry,PA,40.1293106,-76.79135579999999
3533,Gates-North Gates,NY,43.1701017,-77.7051443
3534,Greenbrier,AR,35.2339712,-92.387655
3535,Johnson City,NY,42.1156308,-75.95880919999999
3536,Belmont,MI,43.0747937,-85.6123238
3537,East Highland Park,VA,37.5809789,-77.4069263
3538,Littlerock,CA,34.521104,-117.9836793
3539,Live Oak,TX,29.5652286,-98.33640249999999
3540,Olympia Heights,FL,25.726768,-80.3553306
3541,Anna,TX,33.3490011,-96.54859909999999
3542,Oak Hill,WV,37.9723339,-81.1487135
3543,Bedford,MA,42.4906231,-71.2760089
3544,Branchburg,NJ,40.58681139999999,-74.69858909999999
3545,Oak Park,CA,34.1791715,-118.7628685
3546,Winfield,KS,37.2397486,-96.9955918
3547,Wimauma,FL,27.7125308,-82.2989803
3548,Warwick,PA,40.2538449,-75.07863569999999
3549,Hammonton,NJ,39.6365056,-74.8023853
3550,Fruita,CO,39.1588696,-108.7289882
3551,Fraser,MI,42.539202,-82.9493652
3552,Kingston,TN,35.8809084,-84.5085447
3553,Carmel-by-the-Sea,CA,36.5552386,-121.9232879
3554,Eagle Point,OR,42.4726258,-122.8028177
3555,East Norriton,PA,40.1517741,-75.3365695
3556,Waverly,OH,39.1267349,-82.9854553
3557,Seekonk,MA,41.808434,-71.3369972
3558,Los Osos,CA,35.3072291,-120.8384093
3559,Victor,NY,42.9825633,-77.4088794
3560,Destin,FL,30.3935337,-86.4957833
3561,Safety Harbor,FL,27.9908529,-82.6931553
3562,South Ogden,UT,41.1761798,-111.9600418
3563,Phillipsburg,NJ,40.69370989999999,-75.1901761
3564,Whitehouse,TX,32.2268212,-95.2255041
3565,Exeter,NH,42.9814292,-70.9477546
3566,Bloomsburg,PA,41.003698,-76.4549457
3567,Liberty,SC,34.78789100000001,-82.69235909999999
3568,Glens Falls,NY,43.3095164,-73.6440058
3569,La Grange,IL,41.8050314,-87.8692254
3570,Kountze,TX,30.3715975,-94.31241159999999
3571,Haddon,NJ,39.9105176,-75.0497448
3572,South Charleston,WV,38.3685523,-81.69988649999999
3573,Wilbraham,MA,42.1237206,-72.431586
3574,Wilmington Island,GA,32.0035477,-80.97372299999999
3575,Mineola,TX,32.6631884,-95.4882896
3576,New River,AZ,33.9158687,-112.1359906
3577,Addison,TX,32.96179,-96.82916850000001
3578,Elizabeth,PA,40.2692367,-79.8897706
3579,Marshfield,MO,37.338658,-92.9071209
3580,Scotts Valley,CA,37.0510595,-122.0146841
3581,Moulton,AL,34.4812062,-87.29335329999999
3582,Weatherford,OK,35.5261633,-98.7075744
3583,Elk City,OK,35.4119944,-99.4042592
3584,Bryan,OH,41.4747732,-84.5524508
3585,Brownsville,FL,25.8239196,-80.240793
3586,McAlester,OK,34.9334298,-95.76971309999999
3587,Vandalia,OH,39.8906122,-84.1988308
3588,Tazewell,TN,36.45425,-83.569352
3589,Warrenville,IL,41.81780699999999,-88.17340209999999
3590,Brandywine,MD,38.6967833,-76.8477485
3591,Pontiac,IL,40.8808666,-88.62978389999999
3592,Malta,NY,42.9854395,-73.78682359999999
3593,Rossville,MD,39.34922,-76.4852265
3594,Mount Kisco,NY,41.2042616,-73.72707609999999
3595,Miami Springs,FL,25.8223198,-80.289495
3596,Seagoville,TX,32.6395776,-96.53832279999999
3597,Hastings,MN,44.7443293,-92.8513706
3598,Saugerties,NY,42.0775906,-73.95291259999999
3599,Sellersburg,IN,38.3981216,-85.754964
3600,Robbinsdale,MN,45.032187,-93.3385614
3601,Lafayette,TN,36.5211623,-86.0263732
3602,Advance,NC,35.9412419,-80.4096909
3603,Calera,AL,33.1028965,-86.7535975
3604,Paradise Valley,AZ,33.5311541,-111.9426452
3605,Uniontown,OH,40.9750568,-81.40816730000002
3606,Bethel,OH,38.96367710000001,-84.0807664
3607,Clark,NJ,40.6278031,-74.3127631
3608,Borger,TX,35.6678203,-101.3973876
3609,Malone,NY,44.8486596,-74.29489830000001
3610,Hubert,NC,34.7137729,-77.2452328
3611,Hanover,MA,42.1162217,-70.8476708
3612,West Point,MS,33.6076186,-88.6503254
3613,Harrison,TN,35.1136837,-85.1380092
3614,Aldie,VA,38.9756745,-77.6418724
3615,South Middleton,PA,40.1310492,-77.1600201
3616,Globe,AZ,33.3942223,-110.7864984
3617,Lone Tree,CO,39.536482,-104.8970678
3618,Girard,OH,41.1539465,-80.7014662
3619,Hanover,NJ,40.8257746,-74.41738769999999
3620,Big Rapids,MI,43.6980782,-85.4836557
3621,North New Hyde Park,NY,40.7431574,-73.69318609999999
3622,Delta,CO,38.7422062,-108.0689582
3623,Locust Grove,VA,38.3055349,-77.8105928
3624,Kearney,MO,39.3677802,-94.3621703
3625,New Franklin,OH,40.94172289999999,-81.5415079
3626,Fort Hunt,VA,38.7328926,-77.0580327
3627,Braselton,GA,34.1092735,-83.7626729
3628,Hooksett,NH,43.0967213,-71.46512830000002
3629,Seminole,TX,32.7189926,-102.6449101
3630,Windham,NH,42.8006441,-71.30422899999999
3631,North Strabane,PA,40.2251341,-80.15402259999999
3632,Laurel,DE,38.5565041,-75.5713141
3633,Clearlake,CA,38.9582307,-122.6263728
3634,Hugo,MN,45.159964,-92.99334119999999
3635,East Bridgewater,MA,42.0334341,-70.9592096
3636,Carthage,TX,32.1573841,-94.3374199
3637,Willow Grove,PA,40.1439985,-75.1157286
3638,Ridgeland,SC,32.4807435,-80.980386
3639,Augusta,KS,37.6866844,-96.9767023
3640,Walton,KY,38.87561940000001,-84.61022129999999
3641,Marple,PA,39.9737098,-75.35287790000001
3642,Clifton,CO,39.0919256,-108.4489784
3643,Kirksville,MO,40.19475389999999,-92.5832496
3644,Escanaba,MI,45.74524659999999,-87.06458010000001
3645,Skiatook,OK,36.3684245,-96.0013847
3646,Denver,PA,40.2331483,-76.1371683
3647,Bay Saint Louis,MS,30.3088076,-89.33004609999999
3648,Wauchula,FL,27.5472589,-81.8114715
3649,Duxbury,MA,42.0417525,-70.6722767
3650,Forest Park,IL,41.8794758,-87.81367
3651,Holliston,MA,42.20009659999999,-71.4245049
3652,Auburn,GA,34.0137179,-83.8276759
3653,New Paltz,NY,41.7475933,-74.0868095
3654,Robbinsville,NJ,40.2162036,-74.6195327
3655,Trenton,FL,29.6132942,-82.8176203
3656,Middletown,PA,40.199814,-76.7310806
3657,Fairview Heights,IL,38.5889386,-89.990382
3658,Granville,OH,40.06811920000001,-82.51960369999999
3659,West Park,FL,25.9846068,-80.20255829999999
3660,Two Rivers,WI,44.1538844,-87.5692478
3661,Beacon,NY,41.5048158,-73.9695832
3662,Hazel Crest,IL,41.571701,-87.6944915
3663,Brownsville,TN,35.5939671,-89.26229099999999
3664,Piedmont,AL,33.9245454,-85.6113501
3665,Willowick,OH,41.6331034,-81.46872739999999
3666,Palos Heights,IL,41.6680885,-87.7964416
3667,Cheraw,SC,34.6976564,-79.8833971
3668,North Bend,WA,47.4956579,-121.7867775
3669,Norridge,IL,41.9633641,-87.82728399999999
3670,Killen,AL,34.8628637,-87.5375253
3671,Grafton,OH,41.2725522,-82.0545892
3672,Weehawken,NJ,40.7663711,-74.02537149999999
3673,Canby,OR,45.262316,-122.6921253
3674,Horizon City,TX,31.69261209999999,-106.2074793
3675,Narragansett,RI,41.4500844,-71.44950299999999
3676,Indiana,PA,40.6214551,-79.15253489999999
3677,Hampton,NH,42.93759319999999,-70.83892190000002
3678,Coweta,OK,35.9517674,-95.65081400000001
3679,Dennis,MA,41.7353062,-70.1939429
3680,Brecksville,OH,41.31977630000001,-81.62679039999999
3681,Saddle Brook,NJ,40.9040085,-74.10073179999999
3682,Killingly,CT,41.8122401,-71.8334145
3683,Coto de Caza,CA,33.5951048,-117.5906715
3684,Russellville,KY,36.8453199,-86.887219
3685,Wood Dale,IL,41.9633625,-87.9789562
3686,Creedmoor,NC,36.1223683,-78.6861145
3687,Pottsville,PA,40.6856456,-76.195499
3688,Gates,NY,43.1480944,-77.7223162
3689,Rendon,TX,32.5772153,-97.24371049999999
3690,Westminster,SC,34.6648197,-83.0965425
3691,Orange,CT,41.278637,-73.0265277
3692,Canyon Lake,TX,29.8752177,-98.2625127
3693,Winnemucca,NV,40.9729584,-117.7356849
3694,Rex,GA,33.5912973,-84.2687012
3695,Grove,OK,36.5936863,-94.76911860000001
3696,Damascus,MD,39.2884381,-77.2038716
3697,Clarksburg,WV,39.2806451,-80.34453409999999
3698,Ellisville,MS,31.6040538,-89.1956142
3699,Wynnewood,PA,39.9995913,-75.273018
3700,Vermilion,OH,41.4219889,-82.36460679999999
3701,West Richland,WA,46.3043015,-119.3614091
3702,Harper Woods,MI,42.4330924,-82.92408329999999
3703,Hughson,CA,37.6027244,-120.8664811
3704,Owens Cross Roads,AL,34.5881461,-86.4588768
3705,Youngsville,NC,36.0248732,-78.4744439
3706,Belleview,FL,29.0552578,-82.0623105
3707,Raynham,MA,41.9487077,-71.0731162
3708,Nether Providence,PA,39.9105802,-75.37036619999999
3709,Oxford,MA,42.1167606,-71.8647577
3710,Little Falls,MN,45.9805556,-94.36944439999999
3711,Westlake Village,CA,34.1466467,-118.8073729
3712,New Fairfield,CT,41.4660993,-73.48564610000001
3713,Collingswood,NJ,39.9181686,-75.07128399999999
3714,Burnsville,NC,35.9173357,-82.300961
3715,Greenville,AL,31.8295972,-86.6177517
3716,Waynesboro,GA,33.0898731,-82.0156736
3717,Pataskala,OH,39.9956193,-82.6743341
3718,Price,UT,39.5994095,-110.8107148
3719,Grand Bay,AL,30.4763084,-88.3422303
3720,Goshen,NY,41.4020382,-74.3243191
3721,Millbrook,AL,32.4798575,-86.36191629999999
3722,Tallassee,AL,32.5359683,-85.8932923
3723,Port Lavaca,TX,28.6149968,-96.6260892
3724,Evans,NY,42.6639225,-78.9966888
3725,Greenwood,AR,35.2156489,-94.25576629999999
3726,Dardenne Prairie,MO,38.7703087,-90.72930079999999
3727,Moorestown-Lenola,NJ,39.9704419,-74.96849879999999
3728,White House,TN,36.4703232,-86.65138449999999
3729,Monticello,IN,40.7453169,-86.7647343
3730,Beech Grove,IN,39.7219884,-86.0899847
3731,Louisa,VA,38.0251394,-78.00416489999999
3732,Spring Creek,NV,40.7265927,-115.5858953
3733,Little Falls,NJ,40.8690101,-74.20822860000001
3734,Barrington,RI,41.7406798,-71.30860899999999
3735,Williamstown,NJ,39.6862263,-74.99516799999999
3736,Lyndhurst,OH,41.5200523,-81.4887315
3737,Skippack,PA,40.222882,-75.3987889
3738,Uxbridge,MA,42.07724289999999,-71.6302532
3739,Hondo,TX,29.3474565,-99.14142489999999
3740,Rathdrum,ID,47.8124031,-116.8965857
3741,Mashpee,MA,41.647872,-70.4819674
3742,Clinton,MA,42.41676349999999,-71.68290809999999
3743,Long Valley,NJ,40.78593310000001,-74.7801645
3744,Whitmore Lake,MI,42.439479,-83.7438303
3745,Atchison,KS,39.5630521,-95.12163559999999
3746,Wayland,MA,42.3625953,-71.3614484
3747,Moore,SC,34.833416,-81.992074
3748,Bonham,TX,33.5773275,-96.1783111
3749,Stanford,KY,37.5311901,-84.6618876
3750,Marblehead,MA,42.49995819999999,-70.8578024
3751,Metuchen,NJ,40.5431598,-74.3632049
3752,Apollo Beach,FL,27.7716947,-82.4062046
3753,Perkinston,MS,30.7822362,-89.14278949999999
3754,Humble,TX,29.99883119999999,-95.26215529999999
3755,Washington,PA,40.17396,-80.2461714
3756,Gibsonville,NC,36.105691,-79.5422461
3757,Orrville,OH,40.8436663,-81.7640212
3758,Spring Lake,MI,43.07696250000001,-86.19699709999999
3759,La Grange Park,IL,41.8347535,-87.86172599999999
3760,Macclenny,FL,30.2821807,-82.12205689999999
3761,Sikeston,MO,36.876719,-89.5878579
3762,Robinson,PA,40.46579240000001,-80.1316927
3763,Chappaqua,NY,41.1595399,-73.764855
3764,Sulphur Springs,TX,33.1384479,-95.6010668
3765,Stroud,PA,41.0116555,-75.2128996
3766,Bexley,OH,39.9689532,-82.93768039999999
3767,Leicester,NC,35.6551074,-82.69624379999999
3768,Lebanon,NH,43.6422934,-72.2517569
3769,Grover Beach,CA,35.1216424,-120.6212821
3770,Lander,WY,42.833014,-108.7306725
3771,Charlton,MA,42.13565,-71.970074
3772,Red Oak,TX,32.5332101,-96.8153
3773,Conway,FL,28.4950411,-81.3307547
3774,Clarksville,AR,35.4714724,-93.46657309999999
3775,Westview,FL,25.8820398,-80.24199349999999
3776,Hopkins,SC,33.9043212,-80.8770342
3777,Kewanee,IL,41.2455927,-89.9248303
3778,Washington,PA,40.17396,-80.2461714
3779,Caledonia,MI,42.7891985,-85.5166864
3780,Ardmore,PA,40.0067785,-75.2854622
3781,Princeton,TX,33.1801161,-96.49804239999999
3782,Beekman,NY,41.6109269,-73.7129076
3783,Lake Villa,IL,42.4169651,-88.0739708
3784,Hedgesville,WV,39.5534303,-77.99499930000002
3785,Millbury,MA,42.19207189999999,-71.761522
3786,Whitehall,PA,40.6572331,-75.4985521
3787,Morehead City,NC,34.7229391,-76.7260436
3788,Chester Springs,PA,40.0784461,-75.6342521
3789,Duncan,SC,34.9378962,-82.1451096
3790,Mineral Wells,TX,32.8084605,-98.1128223
3791,Sharonville,OH,39.2681136,-84.4132746
3792,Berkeley Heights,NJ,40.6808726,-74.4310524
3793,Gretna,NE,41.14045489999999,-96.24368419999999
3794,Middle Valley,TN,35.1959036,-85.18467849999999
3795,Bishop,CA,37.3614238,-118.3996636
3796,Clayton,CA,37.9410341,-121.9357925
3797,Manhasset,NY,40.7978787,-73.6995749
3798,Cromwell,CT,41.5950989,-72.6453705
3799,North Aurora,IL,41.8061399,-88.3272952
3800,Roselle Park,NJ,40.6645469,-74.2643133
3801,North Palm Beach,FL,26.8171165,-80.0590804
3802,Town and Country,MO,38.6122751,-90.46345319999999
3803,North Adams,MA,42.70091499999999,-73.1087148
3804,Ortonville,MI,42.8522506,-83.4430002
3805,Riverdale,IL,41.63336779999999,-87.6331021
3806,Wauseon,OH,41.5492182,-84.14161469999999
3807,East Riverdale,MD,38.9579727,-76.9112749
3808,Chelsea,MI,42.3180919,-84.0205029
3809,Geneva,OH,41.8050539,-80.94814889999999
3810,Deer Park,WA,47.9543375,-117.476891
3811,Wilkesboro,NC,36.1459649,-81.1606401
3812,Whitefish Bay,WI,43.1133444,-87.9000856
3813,Parma,NY,43.2343532,-77.8138553
3814,Wagoner,OK,35.9595442,-95.36941159999999
3815,Berthoud,CO,40.3083174,-105.0810924
3816,Cedar Lake,IN,41.3647578,-87.4411473
3817,Lincoln,MI,44.6847352,-83.4121935
3818,University Heights,OH,41.4978306,-81.53734560000001
3819,Wimberley,TX,29.9974362,-98.0986204
3820,South Park,PA,40.2926016,-79.99759159999999
3821,San Marino,CA,34.121397,-118.1064585
3822,Yadkinville,NC,36.1345807,-80.6595079
3823,Cullman,AL,34.1748208,-86.8436124
3824,Pittsburg,TX,32.9954021,-94.96576879999999
3825,Pella,IA,41.4080327,-92.91640500000001
3826,Luling,LA,29.9321498,-90.3664694
3827,Kenton,OH,40.6469982,-83.60965159999999
3828,Sweet Home,OR,44.3976247,-122.7361958
3829,Richland,PA,40.3547881,-76.25660169999999
3830,Pelham,NH,42.7345339,-71.3245067
3831,Lower Moreland,PA,40.1507107,-75.0552739
3832,Farmington,UT,40.9804999,-111.8874392
3833,Freeland,MI,43.5250265,-84.1227598
3834,Ball Ground,GA,34.3372664,-84.3779515
3835,Plumstead,PA,40.3840568,-75.11951069999999
3836,Hummelstown,PA,40.2653681,-76.7083033
3837,Swansea,IL,38.5339392,-89.9889936
3838,Whitpain,PA,40.1653934,-75.2829046
3839,Camp Verde,AZ,34.5636358,-111.8543178
3840,Colonial Park,PA,40.3006446,-76.80969379999999
3841,Medway,MA,42.1417641,-71.3967256
3842,Coatesville,PA,39.9831616,-75.8238355
3843,Marco Island,FL,25.9397412,-81.70753549999999
3844,Needville,TX,29.3994101,-95.8377297
3845,Malvern,PA,40.0362184,-75.5138118
3846,Clinton,NJ,40.6367682,-74.90988999999999
3847,Graham,TX,33.1070597,-98.589502
3848,Oakland,NJ,41.0131529,-74.26431430000001
3849,Taos,NM,36.4072485,-105.5730665
3850,Milton,NY,41.6598157,-73.95708259999999
3851,Ridgefield Park,NJ,40.8570442,-74.0215285
